Time (BTJD),Normalised flux,batman model,GP model
2714.7492083258644,1.002207,1.0,0.0005422042139904271
2714.7505971782625,1.00346,1.0,0.0005419779393041058
2714.751986030195,0.99930936,1.0,0.0005417510705398865
2714.753374882592,0.99741,1.0,0.0005415236339818552
2714.7547637349903,0.99855846,1.0,0.0005412956531503088
2714.7561525869232,0.99758774,1.0,0.0005410671424119773
2714.757541439322,1.0011905,1.0,0.0005408381077496305
2714.758930291719,0.9970092,1.0,0.0005406085477248634
2714.7603191441167,0.9996561,1.0,0.0005403784585493732
2714.7617079960496,1.0041035,1.0,0.000540147828143489
2714.7630968484477,0.9988654,1.0,0.0005399166421473645
2714.764485700845,1.0016868,1.0,0.0005396848932195386
2714.7658745527774,1.0011035,1.0,0.0005394525728528166
2714.7672634051746,0.9997812,1.0,0.0005392196743143618
2714.7686522575723,0.99950147,1.0,0.0005389861926325956
2714.770041109505,0.9993256,1.0,0.0005387521207891321
2714.7714299619024,0.9985476,1.0,0.0005385174479615173
2714.7728188143005,0.9947072,1.0,0.0005382821589727804
2714.774207666233,1.0033214,1.0,0.000538046229906497
2714.775596518631,0.9975176,1.0,0.0005378096234787133
2714.7769853710292,0.9999471,1.0,0.0005375723039580116
2714.7783742229617,1.0003653,1.0,0.0005373342298424788
2714.779763075359,1.0008456,1.0,0.0005370953561492087
2714.7811519272914,1.000826,1.0,0.0005368556376479372
2714.78254077969,0.9982348,1.0,0.0005366150295573746
2714.7839296320876,1.0026484,1.0,0.0005363734868477632
2714.785318484019,1.0039532,1.0,0.0005361309605129705
2714.7867073364177,1.002747,1.0,0.0005358874068506214
2714.7880961888163,1.0002428,1.0,0.000535642792871327
2714.789485040749,1.003626,1.0,0.0005353970925408014
2714.790873893146,1.0010446,1.0,0.0005351502819748166
2714.7922627450785,0.99689835,1.0,0.0005349023449183754
2714.7936515974766,0.99855006,1.0,0.0005346532656391734
2714.795040449409,1.0025227,1.0,0.0005344030193761284
2714.796429301807,0.99832195,1.0,0.0005341515754291315
2714.7978181542053,1.0017043,1.0,0.00053389890553035
2714.799207006137,1.0007672,1.0,0.0005336449780724006
2714.800595858535,1.0011187,1.0,0.0005333897627592954
2714.801984710468,0.9965452,1.0,0.0005331332311941939
2714.8033735628665,1.0043006,1.0,0.0005328753537969799
2714.804762414798,0.9939748,1.0,0.0005326160945482439
2714.8061512671957,1.002095,1.0,0.0005323554196847713
2714.8075401191286,0.9966754,1.0,0.000532093283557078
2714.8089289715267,0.9987969,1.0,0.0005318296377065934
2714.8103178234583,0.99693674,1.0,0.0005315644249239693
2714.8117066758555,1.0005254,1.0,0.0005312975792022279
2714.813095528253,1.0078592,1.0,0.0005310290253743855
2714.8144843801856,1.0012417,1.0,0.0005307586904035322
2714.815873232584,0.9972656,1.0,0.0005304865184265761
2714.8172620845157,0.9999964,1.0,0.0005302124579535938
2714.8186509369134,0.99936086,1.0,0.0005299364495736647
